LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,DEFAULT_PAYMENT_NEXT_MONTH,util_max,payment_profile,bust_out_score,alert_type_1,alert_score_1,rule_1_triggered,alert_type_2,alert_score_2,rule_2_triggered,alert_type_3,alert_score_3,rule_3_triggered,total_alerts
280000,2,1,1,35,0,0.025525,Always Duly,2,,,0,,,0,,,0,0
270000,2,1,1,37,0,0.0019444444,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,1,48,0,0.413225,Always Duly,2,,,0,,,0,,,0,0
120000,2,2,1,34,0,0.9990333333,Always Duly,1,,,0,,,0,,,0,0
300000,2,1,1,40,0,0.4169933333,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,2,37,0,0.3701,Deteriorati,1,,,0,Structuring Alert,3,1,,,0,1
80000,2,2,3,36,0,0.79885,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,42,0,0.27328,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,1,47,0,0.35328,Always Duly,0,,,0,,,0,,,0,0
180000,2,2,1,44,0,0.0659722222,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,45,0,0.3949875,Always Duly,2,,,0,,,0,,,0,0
350000,2,2,1,49,0,0.0567142857,Always Duly,2,,,0,,,0,,,0,0
50000,2,3,1,33,0,0.47,Always Duly,0,,,0,,,0,,,0,0
320000,2,2,2,37,0,0.711984375,Always Duly,0,,,0,,,0,,,0,0
170000,2,2,2,35,0,0.7306352941,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,37,0,0.95664,Volatile,1,,,0,,,0,,,0,0
360000,2,1,1,40,1,0.3273472222,Deteriorati,1,,,0,Structuring Alert,4,1,,,0,1
70000,2,2,2,36,1,0.9718285714,Always Duly,1,,,0,,,0,,,0,0
20000,2,3,1,45,0,0.53925,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,46,0,0.33699,Volatile,0,,,0,,,0,,,0,0
180000,2,3,0,36,0,0.0018111111,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,42,0,0.72098125,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,35,1,0.0052782609,Deteriorati,1,,,0,Structuring Alert,6,1,,,0,1
20000,2,2,1,38,1,0,Always Duly,0,,,0,,,0,,,0,0
180000,2,2,1,39,0,0.6175555556,Volatile,1,,,0,Structuring Alert,4,1,,,0,1
180000,2,1,2,45,0,0,Deteriorati,1,,,0,,,0,,,0,0
20000,2,2,1,34,0,1.1575,Always Duly,1,,,0,,,0,,,0,0
150000,2,2,1,49,0,0.0591133333,Deteriorati,1,,,0,,,0,,,0,0
240000,2,1,1,40,1,0,Always Duly,0,,,0,,,0,,,0,0
360000,2,3,1,37,0,0.0006638889,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,1,35,0,0.0252846154,Always Duly,2,,,0,,,0,,,0,0
500000,2,2,1,34,0,0.069348,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,41,0,0.04094,Volatile,0,,,0,,,0,,,0,0
230000,2,3,2,45,0,0.1308652174,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,2,32,0,0.63566,Volatile,0,,,0,,,0,,,0,0
70000,2,3,1,37,0,0.7594714286,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,36,0,0.10643125,Deteriorati,1,,,0,,,0,,,0,0
80000,2,2,2,33,0,0.3151375,Always Duly,2,,,0,,,0,,,0,0
100000,2,2,1,30,0,0.59095,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,38,1,0.1,Deteriorati,1,,,0,,,0,,,0,0
110000,2,3,1,47,0,0.9952090909,Always Duly,1,,,0,,,0,,,0,0
100000,2,2,2,35,1,0.02691,Always Duly,0,,,0,,,0,,,0,0
240000,2,2,1,39,0,1.0148083333,Always Duly,1,,,0,,,0,,,0,0
170000,2,1,1,31,0,0.0105882353,Volatile,1,,,0,,,0,,,0,0
110000,2,1,2,31,1,0.9123727273,Always Dela,2,,,0,,,0,,,0,0
50000,2,2,2,44,0,0.02926,Always Duly,0,,,0,,,0,,,0,0
390000,2,2,2,41,0,0.0269128205,Always Duly,0,,,0,,,0,,,0,0
40000,2,3,1,44,0,0.418475,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,1,39,0,0.03805625,Always Duly,2,,,0,,,0,,,0,0
20000,2,3,1,41,0,1.0523,Volatile,2,,,0,,,0,,,0,0
180000,2,2,2,36,0,0.0609444444,Volatile,1,,,0,,,0,,,0,0
50000,2,2,1,41,1,0.4633,Volatile,1,,,0,,,0,,,0,0
110000,2,2,1,37,0,0.2234909091,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,2,39,1,1.01175,Volatile,1,,,0,,,0,,,0,0
40000,2,3,1,36,0,0.5582,Volatile,0,,,0,,,0,,,0,0
50000,2,3,1,47,1,1.00302,Deteriorati,2,,,0,,,0,,,0,0
200000,2,1,2,30,0,0.006585,Always Duly,0,,,0,,,0,,,0,0
90000,2,2,1,31,0,0.2214333333,Always Duly,0,,,0,,,0,,,0,0
300000,2,1,2,34,0,0.0042666667,Always Duly,0,,,0,,,0,,,0,0
310000,2,2,1,36,0,0.9756064516,Always Duly,1,,,0,,,0,,,0,0
330000,2,2,1,37,0,0.1404484848,Always Duly,0,,,0,,,0,,,0,0
210000,2,3,2,30,0,0.0275857143,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,2,34,0,0.1303076923,Always Duly,2,,,0,,,0,,,0,0
290000,2,1,2,35,0,0.0683448276,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,1,39,0,1,Volatile,2,,,0,,,0,,,0,0
140000,2,2,1,31,0,0.7302214286,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,1,36,1,0.77792,Always Dela,1,,,0,,,0,,,0,0
50000,2,3,3,46,0,0.03738,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,37,0,0.1478,Always Duly,2,,,0,,,0,,,0,0
270000,2,2,1,28,0,0.2199148148,Always Duly,0,,,0,,,0,,,0,0
240000,2,2,1,28,0,0.7332333333,Always Duly,0,,,0,,,0,,,0,0
150000,2,1,2,29,0,0.5202933333,Always Duly,2,,,0,,,0,,,0,0
260000,2,2,2,40,0,0.4619538462,Always Duly,0,,,0,,,0,,,0,0
470000,2,3,1,42,0,0.8701574468,Always Duly,0,,,0,,,0,,,0,0
190000,2,1,1,47,0,1.0178947368,Always Duly,1,,,0,,,0,,,0,0
160000,2,2,2,28,0,0.03231875,Always Duly,0,,,0,,,0,,,0,0
320000,2,1,2,31,0,0.2081375,Always Duly,2,,,0,,,0,,,0,0
30000,2,2,2,30,1,0.9501333333,Always Duly,1,,,0,,,0,,,0,0
150000,2,1,2,33,0,0.22306,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,2,34,1,1.037795,Volatile,1,,,0,Structuring Alert,5,1,,,0,1
150000,2,2,2,34,0,0.2658866667,Always Duly,0,,,0,,,0,,,0,0
50000,2,3,1,30,0,1.00676,Always Duly,1,,,0,,,0,,,0,0
80000,2,2,2,24,0,0.23985,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,47,0,0.28776,Volatile,0,,,0,,,0,,,0,0
80000,2,3,1,37,1,1.2768375,Deteriorati,2,,,0,,,0,,,0,0
280000,2,2,2,34,0,0.1028357143,Always Duly,0,,,0,,,0,,,0,0
160000,2,1,1,38,0,0.8399,Always Duly,0,,,0,,,0,,,0,0
80000,2,1,2,29,0,0.3561375,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,2,30,0,0.85033125,Always Duly,2,,,0,,,0,,,0,0
90000,2,2,1,32,0,0.3753777778,Volatile,0,,,0,,,0,,,0,0
360000,2,2,2,32,0,0.0652694444,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,1,34,0,0.963,Always Duly,1,,,0,,,0,,,0,0
20000,2,3,1,36,1,0.0626,Volatile,0,,,0,,,0,,,0,0
50000,2,2,1,48,0,0.97144,Always Duly,1,,,0,,,0,,,0,0
200000,2,1,1,40,1,0.44556,Always Dela,1,,,0,,,0,,,0,0
50000,2,3,1,44,1,0.33784,Always Dela,2,,,0,,,0,,,0,0
120000,2,2,1,31,1,0.2604833333,Volatile,1,,,0,Structuring Alert,6,1,,,0,1
60000,2,2,1,31,1,1.05335,Volatile,2,,,0,,,0,,,0,0
120000,2,3,2,32,0,0.67795,Always Duly,0,,,0,,,0,,,0,0
80000,2,1,1,32,0,0.0926375,Volatile,1,,,0,,,0,,,0,0
140000,2,2,2,32,0,0.9798285714,Volatile,2,,,0,Structuring Alert,5,1,,,0,1
300000,2,1,1,33,0,0.0227133333,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,30,0,0.1126782609,Always Duly,2,,,0,,,0,,,0,0
310000,2,3,2,30,0,0.4229258065,Volatile,1,,,0,,,0,,,0,0
330000,2,1,2,31,0,0.0272575758,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,1,35,0,0.3208285714,Volatile,0,,,0,,,0,,,0,0
120000,2,2,1,35,0,0.9936,Always Duly,1,,,0,,,0,,,0,0
170000,2,2,1,35,0,0.5680294118,Always Duly,2,,,0,,,0,,,0,0
50000,2,2,2,39,0,0.52732,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,44,1,0.14921,Volatile,1,,,0,,,0,,,0,0
140000,2,1,2,33,0,0.1392714286,Always Duly,0,,,0,,,0,,,0,0
210000,2,2,2,33,0,0.2049857143,Always Duly,2,,,0,,,0,,,0,0
360000,2,1,2,34,0,0.2747972222,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,3,34,0,1.01708,Always Duly,3,,,0,,,0,,,0,0
340000,2,2,2,34,0,0.0077352941,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,2,37,1,0.0087961538,Volatile,0,,,0,,,0,,,0,0
500000,2,3,2,37,0,0.010372,Volatile,1,,,0,,,0,,,0,0
60000,2,2,1,40,0,0.9730166667,Volatile,2,,,0,,,0,,,0,0
420000,2,2,1,38,0,0.1335880952,Always Duly,0,,,0,,,0,,,0,0
30000,2,3,1,41,0,0.9347,Volatile,2,,,0,,,0,,,0,0
370000,2,2,1,41,0,0.0813513514,Always Duly,0,,,0,,,0,,,0,0
450000,2,1,1,35,0,0.0160888889,Always Duly,2,,,0,,,0,,,0,0
400000,2,1,1,39,1,0.0073,Always Duly,0,,,0,,,0,,,0,0
400000,2,1,2,46,1,0.0427,Volatile,0,,,0,,,0,,,0,0
640000,2,2,2,39,0,0.1925359375,Always Duly,0,,,0,,,0,,,0,0
210000,2,2,1,38,0,0.2466666667,Always Duly,2,,,0,,,0,,,0,0
30000,2,3,2,35,0,0.9291,Always Duly,1,,,0,,,0,,,0,0
100000,2,1,1,36,0,0.16155,Always Duly,2,,,0,,,0,,,0,0
250000,2,1,1,41,0,0.18758,Volatile,0,,,0,,,0,,,0,0
190000,2,1,2,40,0,0.7040736842,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,1,43,0,0.90025,Always Duly,1,,,0,,,0,,,0,0
180000,2,3,1,40,0,0.1347888889,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,1,29,0,0.015215,Always Duly,0,,,0,,,0,,,0,0
80000,2,1,2,29,0,0.20485,Volatile,1,,,0,,,0,,,0,0
120000,2,2,2,29,0,0.8057166667,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,2,29,0,0.63848,Volatile,0,,,0,,,0,,,0,0
260000,2,4,2,30,0,0.0363038462,Always Duly,2,,,0,,,0,,,0,0
180000,2,1,2,30,0,0.0726888889,Volatile,1,,,0,,,0,,,0,0
130000,2,2,1,30,1,0.0126923077,Always Duly,0,,,0,,,0,,,0,0
110000,2,2,1,30,0,0.6608909091,Volatile,1,,,0,,,0,,,0,0
50000,2,2,1,44,0,1.00992,Always Duly,1,,,0,,,0,,,0,0
500000,2,1,1,46,0,0.393212,Always Duly,2,,,0,,,0,,,0,0
360000,2,1,2,32,0,0,Deteriorati,1,,,0,,,0,,,0,0
80000,2,2,1,34,0,0.0942625,Always Duly,0,,,0,,,0,,,0,0
10000,2,1,2,33,0,0.9354,Deteriorati,2,,,0,,,0,,,0,0
320000,2,1,1,34,0,0.051846875,Always Duly,2,,,0,,,0,,,0,0
30000,2,3,1,32,0,0.9567,Always Duly,1,,,0,,,0,,,0,0
80000,2,3,1,32,0,0,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,34,0,0.49829375,Volatile,1,,,0,Structuring Alert,4,1,,,0,1
490000,2,1,2,34,0,0.0388489796,Always Duly,0,,,0,,,0,,,0,0
220000,2,1,1,35,0,0,Deteriorati,1,,,0,,,0,,,0,0
450000,2,1,1,35,0,0.0008955556,Volatile,0,,,0,,,0,,,0,0
370000,2,3,1,35,0,0.0885783784,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,1,34,1,0.6177875,Volatile,0,,,0,,,0,,,0,0
360000,2,1,1,47,1,0.0069444444,Deteriorati,1,,,0,Structuring Alert,6,1,,,0,1
60000,2,2,1,42,0,0.98165,Always Duly,1,,,0,,,0,,,0,0
50000,2,1,1,45,0,0.15952,Always Duly,2,,,0,,,0,,,0,0
160000,2,2,1,49,0,0.01493125,Always Duly,0,,,0,,,0,,,0,0
260000,2,3,1,41,0,1.0174961538,Always Duly,1,,,0,,,0,,,0,0
220000,2,2,2,45,0,0.02585,Always Duly,0,,,0,,,0,,,0,0
60000,2,3,1,46,1,0.7977166667,Always Dela,2,,,0,,,0,,,0,0
220000,2,1,1,38,0,0.8520272727,Volatile,1,,,0,Structuring Alert,6,1,,,0,1
290000,2,1,1,39,0,0.0009103448,Always Duly,0,,,0,,,0,,,0,0
130000,2,3,2,40,0,0.7816769231,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,41,0,0.28418,Always Duly,2,,,0,,,0,,,0,0
200000,2,3,0,37,0,0.175,Deteriorati,1,,,0,,,0,,,0,0
110000,2,3,0,44,1,0.3914454545,Always Dela,1,,,0,,,0,,,0,0
30000,2,3,1,45,1,0.5636333333,Volatile,1,,,0,,,0,,,0,0
30000,2,2,1,42,0,1.5970666667,Always Duly,1,,,0,,,0,,,0,0
100000,2,2,1,41,0,0.019,Always Duly,0,,,0,,,0,,,0,0
360000,2,2,1,44,0,0,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,1,38,0,0.6933571429,Volatile,0,,,0,,,0,,,0,0
50000,2,3,1,47,0,0.6948,Always Duly,2,,,0,,,0,,,0,0
70000,2,3,1,35,0,0.0276142857,Always Duly,0,,,0,,,0,,,0,0
60000,2,3,2,48,0,0.8015666667,Deteriorati,1,,,0,,,0,,,0,0
360000,2,3,2,39,0,0.0015555556,Deteriorati,1,,,0,,,0,,,0,0
240000,2,1,1,40,0,0.0415208333,Deteriorati,1,,,0,,,0,,,0,0
200000,2,1,2,30,0,0.1152,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,35,0,0.91518,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,1,41,0,0.25438,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,2,41,0,0.98075,Always Duly,1,,,0,,,0,,,0,0
270000,2,4,2,42,0,0.0531555556,Always Duly,2,,,0,,,0,,,0,0
50000,2,3,1,48,0,0.9589,Always Duly,1,,,0,,,0,,,0,0
300000,2,2,1,41,0,0.0247066667,Always Duly,2,,,0,,,0,,,0,0
50000,2,2,1,40,1,0.68122,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,1,41,0,0.52655,Always Duly,2,,,0,,,0,,,0,0
200000,2,1,1,31,0,0.410525,Volatile,0,,,0,,,0,,,0,0
340000,2,2,2,31,1,1.7342764706,Deteriorati,3,Bust-Out Alert,3,1,Structuring Alert,4,1,,,0,2
310000,2,1,1,31,0,0.0789677419,Always Duly,0,,,0,,,0,,,0,0
80000,2,2,2,31,0,0.2192,Always Duly,0,,,0,,,0,,,0,0
210000,2,1,2,31,0,0.0094428571,Always Duly,2,,,0,,,0,,,0,0
80000,2,1,2,32,0,0.9978625,Always Duly,1,,,0,,,0,,,0,0
500000,2,2,1,32,0,0.898052,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,1,35,0,0.1379884615,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,1,41,0,0.0684083333,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,41,0,0.70978,Always Duly,0,,,0,,,0,,,0,0
60000,2,2,1,35,1,0.8304166667,Volatile,1,,,0,,,0,,,0,0
190000,2,1,1,36,0,0.0363947368,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,35,1,1.03384,Always Dela,2,,,0,,,0,,,0,0
380000,2,2,1,37,0,0.0419710526,Volatile,0,,,0,,,0,,,0,0
350000,2,1,2,44,1,0.0337457143,Volatile,1,,,0,,,0,,,0,0
100000,2,3,1,39,0,1.84134,Always Duly,1,,,0,,,0,,,0,0
100000,2,1,2,31,0,1.00296,Always Duly,1,,,0,,,0,,,0,0
150000,2,2,1,32,0,0.03646,Always Duly,0,,,0,,,0,,,0,0
150000,2,2,1,33,1,0.0603866667,Always Dela,1,,,0,Structuring Alert,3,1,,,0,1
150000,2,1,1,38,0,0.7282933333,Always Duly,0,,,0,,,0,,,0,0
460000,2,1,2,35,0,0.495926087,Volatile,1,,,0,,,0,,,0,0
100000,2,2,2,44,1,1.0835,Always Dela,2,,,0,,,0,,,0,0
230000,2,2,2,38,0,0.358973913,Always Duly,0,,,0,,,0,,,0,0
10000,2,2,1,38,1,0.5275,Volatile,1,,,0,,,0,,,0,0
200000,2,3,1,44,0,0.00195,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,1,34,0,1.0076142857,Always Duly,1,,,0,,,0,,,0,0
370000,2,3,1,46,0,0.0272594595,Always Duly,2,,,0,,,0,,,0,0
50000,2,3,1,49,0,0.7265,Always Duly,0,,,0,,,0,,,0,0
160000,2,2,1,36,0,0.01529375,Always Duly,2,,,0,,,0,,,0,0
80000,2,3,2,43,0,1.0088375,Always Duly,1,,,0,,,0,,,0,0
240000,2,1,2,33,0,0.3042,Always Duly,0,,,0,,,0,,,0,0
160000,2,3,2,33,0,0.27659375,Volatile,2,,,0,Structuring Alert,5,1,,,0,1
50000,2,3,1,44,1,0.97184,Always Duly,1,,,0,,,0,,,0,0
180000,2,2,2,38,0,1.0200722222,Always Duly,1,,,0,,,0,,,0,0
50000,2,3,1,46,0,1.17088,Volatile,1,,,0,,,0,,,0,0
500000,2,1,2,32,0,0.507534,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,1,34,0,0.07573,Always Duly,0,,,0,,,0,,,0,0
60000,2,3,2,44,0,0.9866333333,Always Duly,1,,,0,,,0,,,0,0
50000,2,2,2,46,0,1.04616,Volatile,2,,,0,,,0,,,0,0
50000,2,3,2,44,1,0.89288,Always Dela,1,,,0,,,0,,,0,0
210000,2,2,2,27,1,0,Deteriorati,1,,,0,,,0,,,0,0
60000,2,2,1,27,0,0.2154666667,Volatile,1,,,0,,,0,,,0,0
140000,2,1,2,28,1,0.0205714286,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,1,35,1,0.00615,Always Duly,0,,,0,,,0,,,0,0
300000,2,1,1,40,0,0.0187333333,Always Duly,0,,,0,,,0,,,0,0
500000,2,2,1,36,0,0.04825,Always Duly,0,,,0,,,0,,,0,0
140000,2,1,1,34,0,0.0183857143,Always Duly,0,,,0,,,0,,,0,0
290000,2,3,1,49,1,1.135437931,Deteriorati,2,,,0,,,0,,,0,0
360000,2,1,2,27,0,0.2535611111,Always Duly,0,,,0,,,0,,,0,0
20000,2,2,2,27,0,0.6492,Volatile,0,,,0,,,0,,,0,0
190000,2,2,2,27,0,0.6760105263,Always Duly,0,,,0,,,0,,,0,0
150000,2,1,2,28,0,0.3220733333,Always Duly,0,,,0,,,0,,,0,0
100000,2,1,2,28,1,0.22038,Deteriorati,1,,,0,,,0,,,0,0
310000,2,1,2,29,0,0.1933129032,Always Duly,2,,,0,,,0,,,0,0
500000,2,1,2,29,0,0.176146,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,2,28,0,0.0066,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,28,0,0.679205,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,2,30,0,0.0433777778,Always Duly,2,,,0,,,0,,,0,0
50000,2,2,2,30,1,0.9359,Always Duly,1,,,0,,,0,,,0,0
210000,2,1,2,30,0,0.2502761905,Always Duly,0,,,0,,,0,,,0,0
230000,2,1,2,30,1,1.0118434783,Always Dela,2,,,0,Structuring Alert,3,1,,,0,1
200000,2,1,2,30,0,0.01906,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,2,31,1,1.01458,Always Duly,1,,,0,,,0,,,0,0
250000,2,2,2,31,0,0.684024,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,31,0,0.08437,Volatile,2,,,0,,,0,,,0,0
50000,2,2,1,31,0,0.08936,Always Duly,0,,,0,,,0,,,0,0
170000,2,2,1,31,0,0.1483411765,Volatile,1,,,0,,,0,,,0,0
70000,2,2,1,32,0,0.8221428571,Always Duly,2,,,0,,,0,,,0,0
260000,2,1,1,31,0,0.4925846154,Always Duly,0,,,0,,,0,,,0,0
60000,2,3,2,32,0,0.987,Always Duly,1,,,0,,,0,,,0,0
120000,2,2,2,31,1,0.0625083333,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,2,33,0,0.74847,Always Duly,0,,,0,,,0,,,0,0
500000,2,1,2,34,0,0.323432,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,34,0,0.0109913043,Deteriorati,1,,,0,,,0,,,0,0
330000,2,5,1,34,0,0.8521818182,Always Duly,0,,,0,,,0,,,0,0
360000,2,1,1,35,0,0.0298972222,Always Duly,0,,,0,,,0,,,0,0
180000,2,2,1,44,0,0,Deteriorati,1,,,0,,,0,,,0,0
180000,2,3,1,35,1,0.9738055556,Volatile,1,,,0,,,0,,,0,0
140000,2,2,2,35,0,0.6062357143,Always Duly,0,,,0,,,0,,,0,0
260000,2,1,1,37,0,0.2431923077,Volatile,1,,,0,Structuring Alert,4,1,,,0,1
220000,2,1,1,36,0,0.0106227273,Always Duly,0,,,0,,,0,,,0,0
100000,2,3,1,42,0,0.03611,Always Duly,2,,,0,,,0,,,0,0
280000,2,1,1,39,0,0.0326857143,Always Duly,0,,,0,,,0,,,0,0
100000,2,2,2,40,0,0.02816,Always Duly,0,,,0,,,0,,,0,0
290000,2,3,1,46,0,0.5850896552,Always Duly,2,,,0,,,0,,,0,0
360000,2,1,1,48,0,0.5636611111,Always Duly,0,,,0,,,0,,,0,0
290000,2,3,1,46,0,0.0393689655,Always Duly,0,,,0,,,0,,,0,0
60000,2,2,1,39,0,0.5455666667,Always Duly,0,,,0,,,0,,,0,0
80000,2,1,2,44,1,0.718125,Volatile,0,,,0,,,0,,,0,0
180000,2,2,1,42,0,0.7388111111,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,2,37,0,0.08079,Always Duly,0,,,0,,,0,,,0,0
170000,2,1,2,44,0,0.0291529412,Always Duly,2,,,0,,,0,,,0,0
780000,2,2,2,41,0,0.2343487179,Always Duly,2,,,0,,,0,,,0,0
340000,2,1,3,42,0,0.7948147059,Always Duly,0,,,0,,,0,,,0,0
200000,2,5,1,39,0,0.12621,Always Duly,0,,,0,,,0,,,0,0
350000,2,1,1,45,0,0.0008314286,Always Duly,0,,,0,,,0,,,0,0
360000,2,2,1,39,1,1.0193472222,Always Duly,1,,,0,,,0,,,0,0
130000,2,2,1,41,0,0.0195230769,Always Duly,0,,,0,,,0,,,0,0
310000,2,2,1,44,0,0.3670580645,Always Duly,0,,,0,,,0,,,0,0
110000,2,2,1,46,0,0.9959181818,Always Duly,1,,,0,,,0,,,0,0
260000,2,2,1,44,0,0.0194692308,Deteriorati,1,,,0,,,0,,,0,0
290000,2,1,1,44,0,0.0346896552,Always Duly,0,,,0,,,0,,,0,0
200000,2,1,1,37,0,0.11971,Always Duly,0,,,0,,,0,,,0,0
130000,2,2,1,40,1,0.4164384615,Volatile,2,,,0,,,0,,,0,0
60000,2,1,2,28,0,0.64985,Always Duly,2,,,0,,,0,,,0,0
20000,2,2,2,30,0,1.0651,Always Duly,1,,,0,,,0,,,0,0
300000,2,2,1,31,0,0.0586566667,Always Duly,2,,,0,,,0,,,0,0
70000,2,3,1,39,0,1.9534857143,Volatile,1,,,0,,,0,,,0,0
240000,2,2,1,35,1,0.0022,Volatile,2,,,0,,,0,,,0,0
60000,2,1,2,29,0,0.13545,Always Duly,0,,,0,,,0,,,0,0
240000,2,1,2,28,0,0.0089208333,Volatile,1,,,0,,,0,,,0,0
200000,2,3,1,29,0,0.005315,Always Duly,0,,,0,,,0,,,0,0
500000,2,1,2,31,0,0.145848,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,3,28,1,1.0052285714,Always Duly,1,,,0,,,0,,,0,0
210000,2,2,1,29,0,0.2166761905,Always Duly,0,,,0,,,0,,,0,0
240000,2,2,1,31,0,0.0520833333,Always Duly,0,,,0,,,0,,,0,0
240000,2,1,2,30,0,0.0124958333,Always Duly,0,,,0,,,0,,,0,0
160000,2,1,2,28,0,0.08200625,Volatile,0,,,0,,,0,,,0,0
50000,2,1,2,29,0,0.57778,Always Duly,0,,,0,,,0,,,0,0
400000,2,1,2,29,0,0.245535,Always Duly,0,,,0,,,0,,,0,0
440000,2,2,2,29,0,0.9098204545,Always Duly,1,,,0,,,0,,,0,0
150000,2,1,1,30,0,0.89784,Volatile,0,,,0,,,0,,,0,0
100000,2,2,1,27,1,0.04747,Volatile,1,,,0,,,0,,,0,0
120000,2,1,1,32,0,0.0129083333,Always Duly,0,,,0,,,0,,,0,0
50000,2,2,1,28,0,0.048,Always Dela,2,,,0,,,0,,,0,0
150000,2,1,2,32,1,0.8769533333,Deteriorati,1,,,0,,,0,,,0,0
360000,2,1,2,30,0,0.0069444444,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,1,29,0,0.9661423077,Always Duly,1,,,0,,,0,,,0,0
240000,2,2,1,43,1,1.0170958333,Always Duly,1,,,0,,,0,,,0,0
180000,2,2,3,41,0,0.7840944444,Always Duly,0,,,0,,,0,,,0,0
210000,2,2,1,42,0,0.025652381,Always Duly,0,,,0,,,0,,,0,0
70000,2,2,2,34,0,0.1661714286,Always Duly,2,,,0,,,0,,,0,0
500000,2,1,2,35,0,0.031612,Always Duly,0,,,0,,,0,,,0,0
500000,2,2,2,48,0,0.095012,Always Duly,0,,,0,,,0,,,0,0
180000,2,1,2,28,0,0.4169222222,Always Duly,0,,,0,,,0,,,0,0
120000,2,2,1,31,0,0.3809666667,Always Duly,0,,,0,,,0,,,0,0
200000,2,2,1,33,0,0.08496,Always Duly,0,,,0,,,0,,,0,0
140000,2,2,1,33,0,0.6443714286,Always Duly,0,,,0,,,0,,,0,0
20000,2,3,2,34,1,0,Deteriorati,1,,,0,,,0,,,0,0
220000,2,1,1,39,0,0.0019045455,Always Duly,0,,,0,,,0,,,0,0
290000,2,1,1,32,1,0.0284896552,Always Duly,0,,,0,,,0,,,0,0
260000,2,2,2,37,0,0.0007384615,Always Duly,0,,,0,,,0,,,0,0
220000,2,1,2,34,0,0.6186727273,Always Duly,0,,,0,,,0,,,0,0
80000,2,3,0,40,0,0.0736125,Volatile,1,,,0,,,0,,,0,0
160000,2,2,1,41,0,0.08670625,Always Duly,0,,,0,,,0,,,0,0
500000,2,1,2,37,0,0.161692,Always Duly,0,,,0,,,0,,,0,0
230000,2,2,1,42,0,0.1518608696,Always Duly,0,,,0,,,0,,,0,0
120000,2,3,1,39,1,0,Deteriorati,1,,,0,,,0,,,0,0
360000,2,1,1,38,0,0.02175,Always Duly,0,,,0,,,0,,,0,0
220000,2,1,2,39,0,0.0183636364,Always Duly,0,,,0,,,0,,,0,0
